Article_num,EAN,Map,Plant,Stor_loc,Material_description,Segment,Family,Class
491379471,8901396158769,240.3,U2RZ,1000,HARPIC ORGN DSNFCNT TLT CLNR 600mlX3 PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490410805,8901157025170,212.03,U2RZ,1000,HIT MOSQUITO & FLY KILLR SPRAY 625ML CAN,HOME CARE,HOUSEHOLD NEEDS,INSECTICIDES AND PESTICIDES
491264455,8908001658058,38.53,U2RZ,1000,OCEAN FRUIT WATR CRISPY APPLE 500 ml PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
494300078,8901262153294,7.59,U2RZ,1000,AMUL TRU APPLE 150 ml TPK,DAIRY,DAIRY - PROCESSED,MILK DRINK
491335407,8908005103226,68,U2RZ,1000,VISHAL ROZNA CHNA CHTPTA PAPAD 400 g PCH,PROCESSED FOOD,READY TO COOK,READY TO FRY
491488544,8901361372503,94.73,U2RZ,1000,SCOTCHBRITE KITCHEN SINK 1BRSH+1REFLL PP,GM FMCG,Cleaning Aids,Kitchen Tools
490002184,8901314861245,95.54,U2RZ,1000,COLGATE PPRMNT MFRS BLU GL TPST 150g CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
490064675,8901808000068,27.26,U2RZ,1000,WEIKFIELD CUSTARD PWDR VANILLA 100 g CBD,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
491441367,8901023018114,157.84,U2RZ,1000,GDRJ AER MTC CL SRF BLU AS RFL 225ml CAN,HOME CARE,H'HOLD CLNG/CARENG/CARE,FRESHENERS
490199150,8904053501953,53.27,U2RZ,1000,GOLDIEE KITCHEN KING MASALA 100GMBOX,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
490555510,8936036026597,103.21,U2RZ,1000,ORION CHCO PIE ORIGINAL 28g x 12PCK CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491900093,8904132922174,14.53,U2RZ,1000,MY HOME MOPZ FC FLRL DFSRF CLNR 200mlPET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490025495,839423001031,7.06,U2RZ,1000,SAMRAT TAM TAM 45g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491043805,8901808003830,30.93,U2RZ,1000,WEIK CUSTARD POWDER MANGO 75 g CBD,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
490003776,8901030814150,81.07,U2RZ,2997,SURF EXCEL QUCK WASH DTRGNT PWDR 500G PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
490003776,8901030814150,81.07,U2RZ,1000,SURF EXCEL QUCK WASH DTRGNT PWDR 500G PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
492851050,8904132933019,136.97,U2RZ,1000,GL URAD GOTA WHITE UNPOLISHED 1 kg PP,STAPLES,PULSES,PULSES
491061281,8904035416879,90.94,U2RZ,1000,JOY SKNFRT RGLT STBRY FRTSCRB 200ml TUBE,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
493656188,8904132943728,3.8,U2RZ,1000,DOZO POWER DISHWASH BAR 70G PP,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
493634859,8901848004514,77.34,U2RZ,1000,RASNA INTERNATIONAL MANGO 400G POUCH,BEVERAGES,DRINKS,DRINKS
490930430,8901069058013,21.87,U2RZ,1000,LUXOR STUDENT PACK,STATIONERY,WRITING INSTRUMENTS  & ACCESSORIES,PENCILS & ACCESSORIES
490002256,8901399006715,67.57,U2RZ,1000,SANTOOR SANDAL & TURMERIC SOAP 4X75G WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491694565,8901725971182,126.48,U2RZ,1000, SAVLON HERBAL SENSITVE HW B1G1 675ml PC,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491208701,8902901225754,98.79,U2RZ,1000,GOOD LIFE GREEN PEAS 500 g PP,STAPLES,PULSES,PULSES
490011017,8904043700496,98.36,U2RZ,1000,SHREE BLACK PEPPER WH 100 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491231818,8901393018264,13.17,U2RZ,1000,MENTOS MINT FLAVOUR STICK 36.4 g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
590000131,590000131,366.36,U2RZ,1000,GARLIC INDIAN (KG),FRESH FRUITS & VEGETABLES,FRESH VEGETABLES,ROOTY VEGETABLES
490000219,8901063139398,6.91,U2RZ,1000,BRIT BOURBON ORGNl CHOCl CRM BISC 50g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491185148,8902901222869,11.01,U2RZ,1000,GOOD LIFE MUSTARD YELLOW 100 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
492848833,8904086301001,37.81,U2RZ,1000,VEGA LOOFAH BATH ASS SPONGE BA 3/32,PERSONAL CARE,PERSONAL HYGIENE,ACCESSORIES
494244863,8901512917805,6.77,U2RZ,1000,ACTIIRTE CRML BLS CLSC 16gPK12,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491299368,8904109451560,64.64,U2RZ,1000,PATANJALI DNT KNTI ADV DNTL CRM 100g CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491584125,8904222920608,70.81,U2RZ,1000,POLYSET LOCKT RND300ML PLSTC CON ASTD 4N,HOUSEWARE,Kitchen Storage,Containers
490003511,8901277012401,47.03,U2RZ,1000,PARKAVENUE CLASSIC SHAVINGCREAM 60g TUBE,PERSONAL CARE,HAIR PRODUCTS,HAIR REMOVAL/MASKING
490199216,8904053501397,87.9,U2RZ,1000,GOLDIEE COMPOUNDED HEENG FIVE STR 50GPET,STAPLES,SPICES & CONDIMENTS,SPICES HING
493031663,8906149990870,13.39,U2RZ,1000,CANDZEY GOLGAPPA CANDY 100g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
910006412,910006412,0,U2RZ,1000,CN Prepaid Card,CONCESSIONAIRE SERVICES,MARKETING PROMOTION,MARKETING PROMOTION
490000262,8901595873241,58.46,U2RZ,1000,CHING'S SECRET SCHEZWAN SAUCE 250G BTL,PROCESSED FOOD,READY TO EAT,SAUCES
494400647,8904132976290,18.93,U2RZ,1000,Ravalgaon PAN PASAND GoldCandy 200 g Pch,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491112689,8901324057706,48.57,U2RZ,1000,APSR ABSLT PRM PNCL 10P 1SHRPR&1ERSR CBD,STATIONERY,WRITING INSTRUMENTS  & ACCESSORIES,PENCILS & ACCESSORIES
492367760,8902102163855,241.02,U2RZ,1000,PRIL DISHWASH LIQUID LIME 1.5 L S POUCH,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
491551445,8906091860252,44.19,U2RZ,1000,MY HOME DISH CLOTH PKOF 3 35X35cm ASS,FURNISHINGS & DECOR,FURNISHINGS,TABLE & KITCHEN
490005223,8902080002054,13.76,U2RZ,1000,TROPICANA LICHI DELT FRT DRINK 180ML TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
492592365,8901247574908,12.71,U2RZ,1000,STX INS SHMP HRCLR 3 DRKST BRWN 18ML SCH,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
490642412,8901526101559,335.67,U2RZ,1000,LOREALPRS TOTAL REPAIR 5 MASQUE 200G CON,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491947619,8939998483774,136.63,U2RZ,1000,LOTUS PRM PHOOL MAKHANA 100G PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491696207,8901207035517,34.47,U2RZ,1000,DABUR HOMMADE RJ GARLIC CHUTNEY 200g PCH,PROCESSED FOOD,READY TO EAT,JAMS & SPREADS
490000275,8904004402131,76.5,U2RZ,1000,HALDIRAM N NAMKEN DRYFRT MIX 150G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490009242,8901808000990,30.93,U2RZ,1000,WEIKFIELD CARAMEL PUDDING MIX 70 G CBD,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
310081660,310081660,12.5,U2RZ,2997,PLAIN WHITE COTTON BAG SIZE18 X 20,FURNISHINGS & DECOR,FURNISHINGS,CUSHIONS & STORAGE
310081660,310081660,12.5,U2RZ,1000,PLAIN WHITE COTTON BAG SIZE18 X 20,FURNISHINGS & DECOR,FURNISHINGS,CUSHIONS & STORAGE
491935533,8901725112769,6.41,U2RZ,1000,SUNFST CKR CHOC SWISSROLL CNT EGG 23g PP,DAIRY,BRANDED BAKERY CAKES & PASTRIES,CROISSANT & DONUTS
491934152,8904132923706,74,U2RZ,1000,HOMONE EASYTWT PRNT PLST1500MLCNTRSO3 BR,HOUSEWARE,Kitchen Storage,Containers
491648456,8901030864551,66.87,U2RZ,1000,LAKME B&G FRTYCUS SHT MSK WTRMLN 20ml PP,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491468312,4987176296085,166.67,U2RZ,1000,GILLETTE MACH3 CHARCOAL CARTS 2N CBD,PERSONAL CARE,HAIR PRODUCTS,HAIR REMOVAL/MASKING
492405966,8904250307280,14.29,U2RZ,1000,SHBKT NITY STEEL SWASTIK DIYA NO 12,GM FMCG,Pooja Needs,Pooja Implements
491098764,8902579002039,11.14,U2RZ,1000,APPY FIZZ APPLE FLR SOFT DRINK 250ml PET,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
492592364,8901247574892,12.71,U2RZ,1000,STREAX INST SHMP HRCLR 1 NTRBLK 18ml SCH,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491538611,8906067345530,105.62,U2RZ,1000,GWALIA ALOO BHUJIYA 1KG PCH,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491373352,8908001876018,99.71,U2RZ,1000,KESARI SAFFRON THREADS 0.5g CBD,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491237780,8901314505576,95.91,U2RZ,1000,PALMOLIVE NAT HW SEA MINERALS 250 ML PET,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491061065,8904422700789,224.2,U2RZ,1000,PATANJALI SPECIAL CHYAWANPRASH 1 kg JAR,BEVERAGES,HEALTH DRINKS,HEALTH DRINKS
493661414,8902901127096,97.42,U2RZ,1000,GOOD LIFE CHAWLI/LOBIA WHTE SML 500g PP,STAPLES,PULSES,PULSES
490000348,8908000604025,72.98,U2RZ,1000,LIJJAT PUNJABI MSL PAPAD SPL 200 g PP,PROCESSED FOOD,READY TO COOK,READY TO FRY
490006747,8901719220173,66.61,U2RZ,1000,PARLE MELODY CHOCLATY TOFFEE 391g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
492848013,8904018305848,131.59,U2RZ,1000,MEDIMIX AYUR COOL V&G SOAP 125G B4G1 CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490993683,8901595971213,6.16,U2RZ,1000,CHINGS SECERET INSTANTTOMATO SOUP 15G PP,PROCESSED FOOD,READY TO COOK,SOUPS
491185115,8902901222531,23.43,U2RZ,1000,GOOD LIFE CASSIA BARK TAJ 50 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491185115,8902901222531,23.43,U2RZ,1000,CASSIA BARK (TAJ),STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491186657,8902901224245,23.79,U2RZ,1000,GOOD LIFE YELLOW RAISINS 100 g PP,STAPLES,DRY FRUITS,DRY FRUITS
491439721,8901393019056,15.62,U2RZ,1000,CENTR FRSH 3LYR STRWBRY CHWNG GUM12.6gPP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
490003987,8906014765985,141.65,U2RZ,1000,BAJAJ ALMOND DROP HAIR OIL 285 ml BTL,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
490002259,8901399011016,134.46,U2RZ,1000,SANTOOR SNDL&ALM MLK SOAP 125GX4N+1N CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
310319442,310319442,1.37,U2RZ,1000,JIO MART WRAPPING SHEET 8X13# 53M LT BLU,CONSUMABLES,DC / STORE CONSUMABLES,PACKING MATERIALS
490520873,4987176278609,139.29,U2RZ,1000,GILLETTE VECTOR ALOE TWN BLDES CATG6NCBD,PERSONAL CARE,HAIR PRODUCTS,HAIR REMOVAL/MASKING
490000147,8901192207111,53.86,U2RZ,1000,CATCH CHANA MASALA 100G CBD,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
490851618,8901747000631,179.97,U2RZ,1000,WAGH BAKRI NAVCHETAN LEAF TEA 1kg PP,BEVERAGES,TEA & COFFEE,TEA
492848146,8904352004438,362.61,U2RZ,1000,BIOTQUE GRNAPL SHN&GLOS SHM+CND 650mlPET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491994757,8904279841451,402.11,U2RZ,1000,CELLO ZARAH OPLWR WHIT GRDN DNR SET 10PC,HOUSEWARE,TABLEWARE,OPALWARE
491439989,8901396705208,85.55,U2RZ,1000,DUREX MUTUAL CLIMAX CONDOMS PACK OF3 CBD,HEALTH,OTC,BARRIER CONTRACEPTION
490877943,8901526102129,268.4,U2RZ,1000,LOREAL TOLRPR5 SMOTHNIG HR SERUM80ML CBD,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
491187298,8902901225075,82.02,U2RZ,1000,GOOD LIFE MASOOR WHOLE 1 kg PP,STAPLES,PULSES,PULSES
491249503,8901023028434,42.23,U2RZ,2997,GDRJ AR PKT BF BRGT TNGY DLGT 10G CBD,HOME CARE,H'HOLD CLNG/CARENG/CARE,FRESHENERS
491249503,8901023028434,42.23,U2RZ,1000,GDRJ AR PKT BF BRGT TNGY DLGT 10G CBD,HOME CARE,H'HOLD CLNG/CARENG/CARE,FRESHENERS
490162326,8901396040408,165.83,U2RZ,1000,VANISH OXIACTN FBRC STN RMVR PWDR 400gPP,HOME CARE,FABRIC CARE,LAUNDRY AIDS
490809343,8901764031250,21.74,U2RZ,1000,SPRITE LEMON LIME FLV SOFT DRK 300ml CAN,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
491570481,8908001836937,23.94,U2RZ,1000,ULHAAS OVAL DOOR MAT 30X45CM CTN ASSCLR,FURNISHINGS & DECOR,FURNISHINGS,FLOOR COVERINGS
491695668,8908005103523,16.19,U2RZ,1000,ZHAKAAS ALOO PAPAD KALI MIRCH100G PP,PROCESSED FOOD,READY TO COOK,READY TO FRY
493180055,8904250309925,106.35,U2RZ,1000,SK DARSHANA CAMPHOR PUJA OIL 900ml BTL,GM FMCG,Pooja Needs,Pooja Oil/Ghee
492334564,8904132924284,37.48,U2RZ,1000,HO CMPSTB GRBGBAG 19X21IN 15N25L GRN CBD,GM FMCG,Disposable Goods,Garbage Bags
490311362,8909106018006,88.65,U2RZ,1000,VIM LEMON DISHWASH LIQUID GEL 500ml PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490935522,8901803001428,33.48,U2RZ,1000,AMRUTANJAN RELIEF COLD RUB 30 g CON,HEALTH,OTC,PAIN RELIEF PRODUCTS
490155005,8904146980894,156.22,U2RZ,1000,LOOSE TOOR DAL VALUE,STAPLES,PULSES,PULSES
490155005,8904146980894,156.22,U2RZ,2997,LOOSE TOOR DAL VALUE,STAPLES,PULSES,PULSES
491168147,8906019564170,59.19,U2RZ,1000,REAL NAMKEEN BITES AALU SEV 400G PCH,CONFECTIONARY & SNACKS,SNACKS,SNACKS
493660701,8904132939189,13.5,U2RZ,1000,HOMEGUARD 10X POWER CLN TC 200ML PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
493072642,8939998484078,27,U2RZ,1000,LOTUS SPICES ELAICHI GREEN 10g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491587136,8901063155329,51.59,U2RZ,1000,BRIT TIGER KRNCH CHOCHIP COOKIES 400G PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491586414,8904132917088,79.43,U2RZ,1000,AARAMBH CLASSIC DUST TEA 500 g PP,BEVERAGES,TEA & COFFEE,TEA
493827921,8904132966390,17.94,U2RZ,1000,GLIMMER NEW BIG LOOFAH ASSORTED 50G PP,PERSONAL CARE,PERSONAL HYGIENE,ACCESSORIES
490001982,8901888025715,79.31,U2RZ,2997,REAL ACTIVE ORANGE FRUIT DRINK 1L TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
490001982,8901888025715,79.31,U2RZ,1000,REAL ACTIVE ORANGE FRUIT DRINK 1L TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
491203235,8902901227581,559.24,U2RZ,1000,GOOD LIFE WALNUT KERNELS 500 g PP,STAPLES,DRY FRUITS,DRY FRUITS
491071090,4987176210883,609.73,U2RZ,1000,PAMPERS ALRD PRCT ATRS PT XL30 12-17kgPP,BABY CARE,BABY HYGN,BABY HYGN/GROOMING
490001975,8901030831706,145.12,U2RZ,1000,KISSAN MIXED FRUIT JAM 500 g BTL,PROCESSED FOOD,READY TO EAT,JAMS & SPREADS
494420036,8904190732517,27,U2RZ,1000,BT JET PULLBACK CAR,TOYS,"DEVELOPMENTAL,EDUCATIONAL & ACTIVITY TOY",INFANT & PRESCHOOL TOYS
492865884,8908010238791,95.29,U2RZ,1000,BEAUNAT PRM BAKING PAPER 20M CBD,GM FMCG,Disposable Goods,Aluminium & Paper Foils
491376733,8908023043108,35.59,U2RZ,1000,PRESTINE ORG WT FLR CLNR 1L PCK OF 2 PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490654533,8901123005724,3.2,U2RZ,2997,LOTTE COFFY BITE CLASSIC TOFFEE 20.4G PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491293092,8901063092501,65.29,U2RZ,1000,BRITANNIA GOODDAY BTR CKS B4G1 120G PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
493680457,8909106004450,7.3,U2RZ,1000,VIM DW LMN MAHABAR 110g PP,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
493680457,8909106004450,7.3,U2RZ,2997,VIM DW LMN MAHABAR 110g PP,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
491349163,8901138835040,131.01,U2RZ,1000,HIMALAYA RCH COCO BTR LIP CR BALM4.5GCBD,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
310103619,310103619,195,U2RZ,1000,BLUE SMART POINT APRON_SM_SIZE  - L,CONSUMABLES,GENERAL CONSUMABLES,CLOTHING
491209193,8901393012903,32.92,U2RZ,1000,ALPENLIEBE JZT JLY GUV SFT CDY 166.5g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
490000363,8901058000290,11.46,U2RZ,2997,MAGGI 2MINUTE INST MASALA NOODLES 70g PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
490000363,8901058000290,11.46,U2RZ,1000,MAGGI 2MINUTE INST MASALA NOODLES 70g PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
493661298,8904132953437,12.38,U2RZ,1000,CAMPA LEMON 185ML CAN,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
491321332,8908008660207,45.72,U2RZ,1000,JJ JEERA RICE PAPAD 250 g PP,PROCESSED FOOD,READY TO COOK,READY TO FRY
491338178,8906090850056,30.72,U2RZ,1000,SWASTIK PLASTIC CLOTH ROPE 15MTR ASSORTD,HOUSEWARE,Laundry Essential,Laundry Utlility
491551194,8902901031225,56.63,U2RZ,1000,GOOD LIFE ROZANA DUBAR BSMT RICE 1 kg PP,STAPLES,RICE,RICE
490766988,80177425,155.57,U2RZ,1000,NUTELLA FER HZLNT SPRD WT COCOA 180G JAR,PROCESSED FOOD,READY TO EAT,JAMS & SPREADS
490268355,8901324054972,32.58,U2RZ,1000,NATARAJ 621 PENCILS 10P FR SHRP&ERSR CBD,STATIONERY,WRITING INSTRUMENTS  & ACCESSORIES,PENCILS & ACCESSORIES
493634713,8901014000395,64.6,U2RZ,1000,NISSIN TOP RAMEN CURY FLAT NDLS 420G PP,PROCESSED FOOD,READY TO COOK,NOODLES & PASTA
491001766,8901499025531,194.06,U2RZ,1000,KELLOGG EXT MUESLI NOADDSUGAR 400 G PP,PROCESSED FOOD,READY TO EAT,BREAKFAST CEREALS
490794208,8901058004908,16.03,U2RZ,1000,MAGGI HT&SWT TMTO CHLI PCHK SAUC 75G PCH,PROCESSED FOOD,READY TO EAT,SAUCES
590000092,590000092,33,U2RZ,3995,TOMATO,FRESH FRUITS & VEGETABLES,FRESH VEGETABLES,BASIC VEGETABLES
493912150,8904132949164,55.33,U2RZ,1000,INDEPENDENCE UNPLSH MOONG CHILKA 500gPCH,STAPLES,PULSES,PULSES
493714432,8436611100075,83.43,U2RZ,1000,REEBOK TRST YOUR INTTN MEN DEO 200mlCAN,FRAGRANCES,PREMIUM FRAGRANCE UNISEX,DEO
491135525,8904035417074,108.83,U2RZ,1000,JOY HLO SNBLK&ANTAN LTN SPF20 300 ml PET,PERSONAL CARE,SKIN PRODUCTS,SKIN TANNING PRODUCTS
491097788,8901207046759,154.2,U2RZ,1000,SANIFRESH ULTRA SHINE TC 500ML 2+1 PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490013473,8901663302055,296.76,U2RZ,1000,GALA MOP KNG CTN MOP BL 150X1430X95MM PP,GM FMCG,Cleaning Aids,Mops_Wipers & Refills
492642850,8901725115876,17.22,U2RZ,1000,SUNFEAST CAKER SLICED MIX FRUIT 100 G PP,DAIRY,BRANDED BAKERY CAKES & PASTRIES,CAKES
493180037,8901751015218,22.8,U2RZ,1000,CYCLE BANSURI CHANDAN AGARBATTI 110G CBD,GM FMCG,Pooja Needs,Incense & Dhoop
490863714,8901537007123,62.61,U2RZ,1000,DAAWAT ROZANA SUPER BASMATI RICE 1 KG PP,STAPLES,RICE,RICE
491061474,8901786551002,197.28,U2RZ,1000,EVEREST HING POWDER 100g PET,STAPLES,SPICES & CONDIMENTS,SPICES HING
910006402,910006402,0,U2RZ,2997,"ThermoTab 1200, 1.37 kg of PCM",CONSUMABLES,DC CONSUMABLES,STORAGE EQUIPMENT
910006402,910006402,0,U2RZ,1000,"ThermoTab 1200, 1.37 kg of PCM",CONSUMABLES,DC CONSUMABLES,STORAGE EQUIPMENT
491504710,8903105011013,41.98,U2RZ,1000,YRDLY LNDN GNTLMN RYAL CMPT PRFM18ML CBD,PERSONAL CARE,P'SONAL HYGN,GENRL P'SONAL HYGN
491350021,8718696764558,115.64,U2RZ,1000,PHILIPS 10W SB TBUL LED CRTL WHT LMP B22,GM FMCG,Hardlines,Household Lighting
490960246,8901512564405,25.65,U2RZ,1000,ACTII INST POPCORN GOLDEN SZL 90G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491061278,8904035413182,79.12,U2RZ,2997,JOY HNYALMD NRSHNG SKIN CREAM 200ml CON,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491061278,8904035413182,79.12,U2RZ,1000,JOY HNYALMD NRSHNG SKIN CREAM 200ml CON,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490242188,8906083202572,45,U2RZ,1000,PA MITTI DIYA PACK OF 11,FURNITURE,HOME DÉCOR,OCCASSIONAL SUPPLAY
490064687,8901808000525,34.48,U2RZ,1000,WKFLD RSPBRY FLV VEG JELY CRYSTL 90G CBD,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
494267403,8906171060046,60.76,U2RZ,1000,LE GEAR ARMSLEEVES BLACK MULTIPURPOSE,AUTO ACCESSORIES,TWO WHEELER,SAFETY
491337705,8906100180951,30.8,U2RZ,1000,CHAKAACHAK FLR CLNG PCHA57X0.3X43CM1U PP,GM FMCG,Cleaning Aids,Mops_Wipers & Refills
490005135,8901764051104,23.32,U2RZ,1000,LIMCA LIME N LEMON SOFT DRINK 300ml CAN,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
493714413,8904035422900,73.48,U2RZ,1000,JOY SKN FRT FST AB LT MOIST CRM150ML TUB,PERSONAL CARE,SKIN CARE,BODY CARE
490809579,8901691010526,76.4,U2RZ,1000,EVEREADY CZN BATTERY RED HD AAA 1012 10P,GM FMCG,Hardlines,Household Battery
491895367,7622201463595,242.95,U2RZ,2997,CADBURY CLBRTN SLK CHC SP SLCTN 233G CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491598799,8906016570280,29.45,U2RZ,1000,MANGALDEEP AGARBATTI 125G ZIP LOCK SANDA,GM FMCG,Pooja Needs,Incense & Dhoop
491282429,8901030705533,154.25,U2RZ,1000,SURF EXCEL MATIC TPLD LQUD DTRGNT 1L PET,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
491321605,8901725014278,6.62,U2RZ,1000,MANGALDP PRMFLR MGR PUJA AGRBT+MB 14gCBD,GM FMCG,Pooja Needs,Incense & Dhoop
493660688,8904132938076,22.73,U2RZ,1000,CLCDENT KIDS SOFT MULTI CLR TB PO3 CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
490477480,8901120143733,207.59,U2RZ,1000,SUGAR FREE GOLD 500 PELLETS 50 G PET,BEVERAGES,TEA & COFFEE,TEA
491089339,8906005502896,106.67,U2RZ,2997,BIKAJI PREMIUM RASGULLA 1KG CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
494242126,8904384326577,5.7,U2RZ,1000,SKOODLE SCALE 30CM,STATIONERY,SCHOOL & ART PRODUCTS,SCALE
491747100,8901030783678,551.87,U2RZ,1000,SURF EXCEL QUICK WASH DTEGNT PWDR 3KG PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
490012569,8906009071909,18.37,U2RZ,1000,UNIBIC CHOCO CHIP COOKIES 75 g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
494392783,8904132973831,36.36,U2RZ,1000,Joyland Center Filled Candies 350g PCH,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491586300,8904132917149,62.6,U2RZ,1000,SNACTAC UTSAV SOAN PAPDI 400g CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
490815676,490815676,31.15,U2RZ,1000,QIHAO FANCY SPRTS ERASER - E ASSORTED 4N,STATIONERY,WRITING INSTRUMENTS  & ACCESSORIES,PENCILS & ACCESSORIES
491901742,8904132923256,49.05,U2RZ,1000,HOME ONE SS CHINA PLATE 190 mm,HOUSEWARE,TABLEWARE,CUTLERY
492339521,8906069403054,109.82,U2RZ,1000,VEEBA PASTA PIZZA SAUCE 525 g PET,PROCESSED FOOD,READY TO EAT,SAUCES
490395474,8901207004094,66.87,U2RZ,1000,DABUR GULBRI RSEGLW FACE CLENSR 100MLPET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491338183,8903622004345,428.57,U2RZ,1000,LIFREE EXTRA ABSORB PANTS XL 10N PP,HEALTH,OTC,ADULT CARE
490568519,8901719122279,27.94,U2RZ,1000,PARLE FAB BOURBON CHC FLV SW BSC 150G PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491377191,8906097340048,21,U2RZ,1000,UNIVISION ACRD STL STRAINER NO2 21.8x8cm,HOUSEWARE,KITCHENWARE,KITCHEN TOOLS
491695258,8904132919174,21.91,U2RZ,1000,DESI KITCHEN GINGER GARLIC PASTE 200g PP,STAPLES,SPICES & CONDIMENTS,SPICES PASTE
490189867,8901663102327,124.26,U2RZ,1000,GALA PLSRUB FLR WIPER ASRT 500X1170X30MM,GM FMCG,Cleaning Aids,Mops_Wipers & Refills
